College Code,College Name,District,Pincode
600,Guindy Chennai . LIST OF COURSE CODE AND ITS BRANCHES Branch Code Branch Name AD Artificial Intelligence and Data Science AE Aeronautical Engineering AG Agriculture Engineering AI Agricultural and Irrigation Engineering SS AM Computer Science and Engineering AI and Machine Learning AO Aerospace Engineering AP Apparel Technology SS AR Architecture AS Automobile Engineering SS AU Automobile Engineering BD Computer Science and Engineering Big Data Analytics BM Bio- Medical Engineering BA Architecture SS BS Bio Technology SS BT Bio Technology BY Bio- Medical Engineering SS CA Civil and Structural Engineering CB Computer Science and Business System CC Chemical and Electro Chemical Engineering SS CE Civil Engineering CH Chemical Engineering CL Chemical Engineering SS CM Computer Science and Engineering SS CN Civil Engineering SS CO Computer and Communication Engineering CP Civil Engg. and Planning CR Ceramic Technology SS CS Computer Science and Engineering CT Computer Technology CW Computer Science and Business System SS CY Cyber Security EC Electronics and Communication Engineering EE Electrical and Electronics Engineering EI Electronics and Instrumentation Engineering EM Electronics and Communication Engg. SS EN Environmental Engg. ES Electrical and Electronics Sandwich SS ET Electronics and Telecommunication Engg. EX Electronics and Instrumentation Engg. SS EY Elec. And Electronics Engg SS FD Food Technology FS Food Technology SS FT Fashion Technology FY Fashion Technology SS GI Geo-Informatics HT Handloom and Textile Technology IB Industrial Bio-Technology IC Instrumentation and Control Engineering IE Industrial Engineering IG Information Science and Engineering IM Information Tech. SS IN Industrial Engineering and Management IS Industrial Bio-Tech. SS IT Information Technology IY Instrumentation and Control Engineering SS LE Leather Technology MA Material Science and Engineering SS MC/MZ Mechatronics MD Medical Electronics Engg. ME Mechanical Engineering MF Mechanical Manufacturing MF Mechanical Engg. SS MG Mechatronics SS MH Mechanical Engineering Sandwich MI Mining Engineering MN Manufacturing Engineering MO Mechanical and Mechatronics Engineering Additive Manufacturing MR Marine Engineering MS Mechanical Engineering Sandwich SS MT Metallurgical Engineering MU Mechanical and Automation Engineering MY Metallurgical Engg. SS NS Nano Science and Technology PA Plastic Technology PC Petro Chemical Technology PD Petrochemical Engineering PE Petroleum Engineering PH Pharmaceutical Technology PL Polymer Technology PM Pharmaceutical Tech SS PN Production Engineering SS PP Petroleum Engineering and Technology SS PR Production Engineering PS Production Engineering Sandwich SS PT Printing and Packaging Technology RA Robotics and Automation SS RM Robotics and Automation RP Rubber and Plastic Tech. Computer Science and Engineering SB Internet of Things and Cyber Security including Block Chain Technology TC Textile Chemistry TS Computer science and Technology TT Textile Technology SS TX Textile Technology XC Civil Engineering Tamil Medium XM Mechanical Engineering Tamil Medium ***** University Departments of Anna University Chennai - CEG Campus Sardar Patel Road Bank 0000000000 Name of the Principal DR L SUGANTHI A/c No. / Dean. Bank SATATE BANK INDIA Name Address. SARDAR PATEL ROAD GUINDY Distance in KMS,Distance in KMS 10 District,600025
600,Guindy Chennai Bank 0000000000 Name of the Principal DR R JAYAVEL A/c No. / Dean. Bank X Name Address. ALAGAPPA COLLEGE OF Distance in KMS TECHNOLOGY ANNA UNIVERSITY from Dist.HQ SARDAR PATEL ROAD GUINDY Nearest GUINDY CHENNAI Railway Station Distance in KMS CHENNAI Status Autonomous Yes,Taluk GUINDY from Nearest Railway Station Minority No District,600025
600,Taluk Bank 000000000 Name of the Principal DR J PRAKASH A/c No. / Dean. Bank INDIAN BANK Name Address. MIT CAMPUS ANNA UNIVERSITY Distance in KMS CHROMEPET CHENNAI from Dist.HQ Nearest CHROMEPET Taluk TAMBARAM Railway Station Distance in KMS CHENGALPATTU from Nearest Railway Station Minority No,Chengalpattu District,600044
1120,Electricity Charges Caution Deposit Establishment 18700 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore Bank 621201159674 Name of the Principal DR C KARTHIKEYAN A/c No. / Dean. Bank ICICI BANK Name Address. DEAN FACULTY OF ENGINEERING Distance in KMS AND TECHNOLOGY ANNAMALAI from Dist.HQ UNIVERSITY ANNAMALAI Nearest CHIDAMBARAM,ANNAMALAI Nearest CHIDAMBARAM District,608002
300,Electricity Charges Caution Deposit Establishment 10500 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges,Villupuram District,605103
1100,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram,District,604001
600,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni,Thiruvannamalai District,632326
50,Electricity Charges Caution Deposit Establishment 15000 Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges University College of Engineering Kancheepuram Ponnerikarai Campus NH4,Kancheepuram District,631552
600,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities No Y/N Min Transport Charges Max Transport Charges Aalim Muhammed Salegh College of Engineering Muthapudupet Avadi IAF Chennai,Chennai District,600055
3000,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15100 Charges Max Transport 35100 Charges,N) Min Transport 15100 Charges Max Transport 35100 Charges 9 District,602024
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 32500 Charges Jaya Institute of Technology Kanchipadi Post Thiruvallur-Tiruttani NH Road Thiruvallur,District,631204
835,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 10000 Charges Max Transport 25000 Charges Prathyusha Engineering college Autonomous Aranvoyalkuppam Thiruvallur,Thiruvallur District,602025
1300,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 20000 Charges Max Transport 40000 Charges R M D Engineering College Autonomous Kavaraipettai Gummidipoondi Thiruvallur,District,601206
1200,Electricity Charges Caution Deposit Establishment 11000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15400 Charges Max Transport 35400 Charges R M K Engineering College Autonomous Kavaraipettai Gummidipoondi Thiruvallur,District,601206
1200,Electricity Charges Caution Deposit Establishment 11000 Charges Admission Fees Transport Facilities Yes Y/N Min Transport 15400 Charges Max Transport 35400 Charges,N) Min Transport 15400 Charges Max Transport 35400 Charges 14 District,600077
500,Electricity Charges Caution Deposit Establishment Charges Admission Fees Transport Facilities Yes Y/N Min Transport 19000 Charges Max Transport 33000 Charges Sri Venkateswara College of Engineering and Technology Thirupachur,Thiruvallur District,631203
